Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Duhon,PG,28.0,51.0,774.0,49.0,129.0,0.38,13.0,52.0,0.25,36.0,77.0,0.468,0.43,14.0,25.0,0.56,9.0,43.0,52.0,118.0,16.0,2.0,61.0,30.0,125.0
Tim Duncan,C,34.0,76.0,2156.0,419.0,838.0,0.5,0.0,4.0,0.0,419.0,834.0,0.502,0.5,184.0,257.0,0.716,169.0,509.0,678.0,203.0,50.0,146.0,122.0,119.0,1022.0
Mike Dunleavy,SG,30.0,61.0,1683.0,240.0,520.0,0.462,102.0,254.0,0.402,138.0,266.0,0.519,0.56,100.0,125.0,0.8,28.0,248.0,276.0,105.0,40.0,30.0,69.0,107.0,682.0
Ronald Dupree,SF,30.0,3.0,13.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0
Kevin Durant,SF,22.0,78.0,3038.0,711.0,1538.0,0.462,145.0,414.0,0.35,566.0,1124.0,0.504,0.509,594.0,675.0,0.88,57.0,476.0,533.0,214.0,88.0,76.0,218.0,159.0,2161.0
Devin Ebanks,SG,21.0,20.0,118.0,21.0,51.0,0.412,2.0,5.0,0.4,19.0,46.0,0.413,0.431,18.0,23.0,0.783,15.0,12.0,27.0,2.0,4.0,5.0,6.0,7.0,62.0
Wayne Ellington,SG,23.0,62.0,1181.0,160.0,397.0,0.403,48.0,121.0,0.397,112.0,276.0,0.406,0.463,42.0,53.0,0.792,26.0,82.0,108.0,72.0,28.0,3.0,53.0,85.0,410.0
Monta Ellis,SG,25.0,80.0,3227.0,726.0,1611.0,0.451,137.0,379.0,0.361,589.0,1232.0,0.478,0.493,340.0,431.0,0.789,44.0,237.0,281.0,450.0,168.0,23.0,252.0,203.0,1929.0
Francisco Elson,C,34.0,62.0,610.0,54.0,113.0,0.478,0.0,0.0,0.0,54.0,113.0,0.478,0.478,26.0,31.0,0.839,35.0,80.0,115.0,33.0,21.0,14.0,32.0,84.0,134.0
Melvin Ely,C,32.0,30.0,366.0,28.0,51.0,0.549,0.0,0.0,0.0,28.0,51.0,0.549,0.549,13.0,21.0,0.619,27.0,47.0,74.0,14.0,4.0,11.0,14.0,50.0,69.0
Semih Erden,C,24.0,41.0,595.0,62.0,111.0,0.559,0.0,0.0,0.0,62.0,111.0,0.559,0.559,39.0,60.0,0.65,37.0,81.0,118.0,20.0,15.0,24.0,34.0,104.0,163.0
Jeremy Evans,SF,23.0,49.0,463.0,76.0,115.0,0.661,0.0,1.0,0.0,76.0,114.0,0.667,0.661,26.0,37.0,0.703,36.0,61.0,97.0,24.0,17.0,17.0,19.0,50.0,178.0
Maurice Evans,SF,32.0,73.0,1549.0,177.0,424.0,0.417,55.0,167.0,0.329,122.0,257.0,0.475,0.482,52.0,58.0,0.897,52.0,104.0,156.0,45.0,34.0,14.0,33.0,129.0,461.0
Reggie Evans,PF,30.0,30.0,798.0,42.0,103.0,0.408,0.0,1.0,0.0,42.0,102.0,0.412,0.408,48.0,88.0,0.545,119.0,226.0,345.0,38.0,29.0,6.0,39.0,89.0,132.0
Tyreke Evans,SG,21.0,57.0,2107.0,382.0,933.0,0.409,43.0,148.0,0.291,339.0,785.0,0.432,0.432,205.0,266.0,0.771,46.0,229.0,275.0,319.0,85.0,30.0,184.0,143.0,1012.0
Patrick Ewing,SF,26.0,7.0,19.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0
Christian Eyenga,SF,21.0,44.0,947.0,130.0,306.0,0.425,25.0,91.0,0.275,105.0,215.0,0.488,0.466,18.0,28.0,0.643,27.0,96.0,123.0,35.0,34.0,28.0,47.0,78.0,303.0
Jordan Farmar,PG,24.0,73.0,1796.0,255.0,651.0,0.392,109.0,304.0,0.359,146.0,347.0,0.421,0.475,82.0,100.0,0.82,24.0,149.0,173.0,368.0,62.0,6.0,139.0,128.0,701.0
Derrick Favors,PF,19.0,78.0,1535.0,215.0,416.0,0.517,0.0,0.0,0.0,215.0,416.0,0.517,0.517,103.0,173.0,0.595,171.0,241.0,412.0,39.0,29.0,68.0,77.0,246.0,533.0
Raymond Felton,PG-SG,26.0,75.0,2737.0,427.0,1005.0,0.425,116.0,329.0,0.353,311.0,676.0,0.46,0.483,194.0,241.0,0.805,48.0,221.0,269.0,625.0,125.0,11.0,221.0,150.0,1164.0
Rudy Fernández,SG,25.0,78.0,1821.0,213.0,575.0,0.37,116.0,361.0,0.321,97.0,214.0,0.453,0.471,126.0,146.0,0.863,37.0,135.0,172.0,193.0,87.0,14.0,88.0,134.0,668.0
Kyrylo Fesenko,C,24.0,53.0,456.0,44.0,100.0,0.44,0.0,1.0,0.0,44.0,99.0,0.444,0.44,18.0,46.0,0.391,34.0,74.0,108.0,18.0,4.0,16.0,25.0,90.0,106.0
Landry Fields,SG,22.0,82.0,2541.0,299.0,602.0,0.497,86.0,219.0,0.393,213.0,383.0,0.556,0.568,113.0,147.0,0.769,105.0,416.0,521.0,155.0,80.0,17.0,107.0,114.0,797.0
Derek Fisher,PG,36.0,82.0,2297.0,206.0,529.0,0.389,63.0,159.0,0.396,143.0,370.0,0.386,0.449,83.0,103.0,0.806,14.0,138.0,152.0,224.0,99.0,8.0,70.0,192.0,558.0
Jonny Flynn,PG,21.0,53.0,983.0,108.0,296.0,0.365,31.0,100.0,0.31,77.0,196.0,0.393,0.417,32.0,42.0,0.762,12.0,65.0,77.0,182.0,34.0,3.0,113.0,58.0,279.0
Gary Forbes,SF,25.0,63.0,791.0,124.0,273.0,0.454,19.0,58.0,0.328,105.0,215.0,0.488,0.489,59.0,87.0,0.678,28.0,88.0,116.0,49.0,23.0,6.0,46.0,77.0,326.0
T.J. Ford,PG,27.0,41.0,773.0,91.0,236.0,0.386,6.0,32.0,0.188,85.0,204.0,0.417,0.398,35.0,48.0,0.729,17.0,64.0,81.0,141.0,35.0,8.0,63.0,69.0,223.0
Jeff Foster,C,34.0,56.0,940.0,80.0,167.0,0.479,0.0,3.0,0.0,80.0,164.0,0.488,0.479,27.0,48.0,0.563,160.0,190.0,350.0,46.0,24.0,31.0,26.0,127.0,187.0
Randy Foye,SG,27.0,63.0,1551.0,206.0,531.0,0.388,71.0,217.0,0.327,135.0,314.0,0.43,0.455,133.0,149.0,0.893,13.0,90.0,103.0,170.0,47.0,21.0,95.0,122.0,616.0
Channing Frye,PF,27.0,77.0,2541.0,358.0,829.0,0.432,171.0,439.0,0.39,187.0,390.0,0.479,0.535,89.0,107.0,0.832,65.0,448.0,513.0,96.0,46.0,79.0,73.0,272.0,976.0
Dan Gadzuric,C-PF,32.0,42.0,463.0,54.0,129.0,0.419,0.0,1.0,0.0,54.0,128.0,0.422,0.419,10.0,27.0,0.37,71.0,64.0,135.0,14.0,13.0,29.0,29.0,91.0,118.0
Sundiata Gaines,PG,24.0,24.0,301.0,42.0,105.0,0.4,9.0,38.0,0.237,33.0,67.0,0.493,0.443,18.0,36.0,0.5,13.0,25.0,38.0,42.0,16.0,1.0,27.0,25.0,111.0
Danilo Gallinari,PF-SF,22.0,62.0,2104.0,265.0,640.0,0.414,103.0,293.0,0.352,162.0,347.0,0.467,0.495,337.0,391.0,0.862,59.0,246.0,305.0,104.0,51.0,27.0,83.0,144.0,970.0
Francisco García,SF,29.0,58.0,1386.0,207.0,475.0,0.436,81.0,224.0,0.362,126.0,251.0,0.502,0.521,65.0,76.0,0.855,24.0,109.0,133.0,71.0,51.0,49.0,45.0,126.0,560.0
Kevin Garnett,PF,34.0,71.0,2220.0,434.0,822.0,0.528,1.0,5.0,0.2,433.0,817.0,0.53,0.529,187.0,217.0,0.862,83.0,548.0,631.0,171.0,95.0,57.0,115.0,148.0,1056.0
Marc Gasol,C,26.0,81.0,2586.0,364.0,691.0,0.527,3.0,7.0,0.429,361.0,684.0,0.528,0.529,220.0,294.0,0.748,154.0,415.0,569.0,200.0,74.0,136.0,146.0,265.0,951.0
Pau Gasol,C,30.0,82.0,3037.0,593.0,1120.0,0.529,1.0,3.0,0.333,592.0,1117.0,0.53,0.53,354.0,430.0,0.823,268.0,568.0,836.0,273.0,48.0,130.0,142.0,203.0,1541.0
Rudy Gay,SF,24.0,54.0,2152.0,409.0,869.0,0.471,57.0,144.0,0.396,352.0,725.0,0.486,0.503,194.0,241.0,0.805,82.0,254.0,336.0,153.0,91.0,58.0,135.0,131.0,1069.0
Alonzo Gee,SG,23.0,56.0,1118.0,121.0,264.0,0.458,17.0,51.0,0.333,104.0,213.0,0.488,0.491,72.0,92.0,0.783,62.0,120.0,182.0,38.0,40.0,18.0,55.0,94.0,331.0
Paul George,SG,20.0,61.0,1265.0,179.0,395.0,0.453,41.0,138.0,0.297,138.0,257.0,0.537,0.505,77.0,101.0,0.762,37.0,187.0,224.0,65.0,62.0,26.0,70.0,127.0,476.0
Daniel Gibson,SG,24.0,67.0,1865.0,264.0,660.0,0.4,118.0,293.0,0.403,146.0,367.0,0.398,0.489,134.0,163.0,0.822,24.0,153.0,177.0,201.0,48.0,21.0,80.0,154.0,780.0
Taj Gibson,PF,25.0,80.0,1742.0,234.0,502.0,0.466,1.0,8.0,0.125,233.0,494.0,0.472,0.467,100.0,148.0,0.676,162.0,296.0,458.0,58.0,39.0,106.0,71.0,203.0,569.0
Manu Ginóbili,SG,33.0,80.0,2426.0,441.0,1018.0,0.433,154.0,441.0,0.349,287.0,577.0,0.497,0.509,357.0,410.0,0.871,42.0,253.0,295.0,393.0,123.0,28.0,174.0,163.0,1393.0
Ryan Gomes,SF,28.0,76.0,2095.0,207.0,505.0,0.41,72.0,211.0,0.341,135.0,294.0,0.459,0.481,61.0,85.0,0.718,61.0,193.0,254.0,118.0,62.0,12.0,55.0,159.0,547.0
Drew Gooden,PF,29.0,35.0,860.0,156.0,362.0,0.431,3.0,20.0,0.15,153.0,342.0,0.447,0.435,81.0,102.0,0.794,73.0,165.0,238.0,47.0,21.0,18.0,46.0,98.0,396.0
Ben Gordon,SG,27.0,82.0,2131.0,339.0,770.0,0.44,107.0,266.0,0.402,232.0,504.0,0.46,0.51,136.0,160.0,0.85,41.0,154.0,195.0,171.0,48.0,16.0,141.0,178.0,921.0
Eric Gordon,SG,22.0,56.0,2112.0,427.0,949.0,0.45,106.0,291.0,0.364,321.0,658.0,0.488,0.506,287.0,348.0,0.825,45.0,119.0,164.0,244.0,71.0,18.0,151.0,115.0,1247.0
Marcin Gortat,C,26.0,80.0,2032.0,338.0,603.0,0.561,1.0,4.0,0.25,337.0,599.0,0.563,0.561,140.0,193.0,0.725,148.0,483.0,631.0,70.0,36.0,91.0,81.0,188.0,817.0
Joey Graham,SF,28.0,39.0,586.0,82.0,179.0,0.458,9.0,30.0,0.3,73.0,149.0,0.49,0.483,29.0,36.0,0.806,8.0,76.0,84.0,18.0,6.0,7.0,28.0,73.0,202.0
Stephen Graham,SG,28.0,59.0,959.0,81.0,200.0,0.405,5.0,21.0,0.238,76.0,179.0,0.425,0.418,31.0,38.0,0.816,17.0,106.0,123.0,40.0,14.0,1.0,38.0,106.0,198.0
Danny Granger,SF,27.0,79.0,2763.0,535.0,1260.0,0.425,157.0,407.0,0.386,378.0,853.0,0.443,0.487,395.0,466.0,0.848,87.0,338.0,425.0,203.0,89.0,62.0,206.0,213.0,1622.0
Aaron Gray,C,26.0,41.0,531.0,56.0,99.0,0.566,0.0,0.0,0.0,56.0,99.0,0.566,0.566,17.0,34.0,0.5,59.0,112.0,171.0,16.0,11.0,12.0,32.0,96.0,129.0
Danny Green,SG,23.0,8.0,92.0,17.0,35.0,0.486,7.0,19.0,0.368,10.0,16.0,0.625,0.586,0.0,0.0,0.0,3.0,12.0,15.0,2.0,2.0,1.0,5.0,7.0,41.0
Jeff Green,PF-SF,24.0,75.0,2427.0,368.0,820.0,0.449,64.0,211.0,0.303,304.0,609.0,0.499,0.488,198.0,244.0,0.811,73.0,287.0,360.0,108.0,53.0,37.0,99.0,210.0,998.0
Willie Green,SG,29.0,77.0,1674.0,270.0,609.0,0.443,54.0,155.0,0.348,216.0,454.0,0.476,0.488,78.0,100.0,0.78,22.0,139.0,161.0,74.0,36.0,13.0,67.0,143.0,672.0
Donté Greene,SF,22.0,69.0,1127.0,156.0,386.0,0.404,45.0,154.0,0.292,111.0,232.0,0.478,0.462,43.0,65.0,0.662,49.0,98.0,147.0,48.0,36.0,20.0,60.0,88.0,400.0
Orien Greene,SG,28.0,3.0,5.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
Blake Griffin,PF,21.0,82.0,3112.0,696.0,1376.0,0.506,7.0,24.0,0.292,689.0,1352.0,0.51,0.508,446.0,695.0,0.642,270.0,719.0,989.0,312.0,63.0,45.0,223.0,252.0,1845.0
Hamed Haddadi,C,25.0,31.0,168.0,30.0,58.0,0.517,0.0,1.0,0.0,30.0,57.0,0.526,0.517,15.0,23.0,0.652,24.0,44.0,68.0,5.0,2.0,13.0,11.0,29.0,75.0
Richard Hamilton,SG,32.0,55.0,1498.0,288.0,671.0,0.429,55.0,144.0,0.382,233.0,527.0,0.442,0.47,146.0,172.0,0.849,24.0,102.0,126.0,171.0,39.0,4.0,88.0,95.0,777.0
Tyler Hansbrough,PF,25.0,70.0,1535.0,285.0,613.0,0.465,0.0,2.0,0.0,285.0,611.0,0.466,0.465,197.0,253.0,0.779,145.0,221.0,366.0,41.0,37.0,15.0,76.0,160.0,767.0
Luke Harangody,PF,23.0,49.0,640.0,79.0,206.0,0.383,16.0,66.0,0.242,63.0,140.0,0.45,0.422,19.0,26.0,0.731,40.0,103.0,143.0,30.0,15.0,17.0,16.0,80.0,193.0
James Harden,SG,21.0,82.0,2189.0,298.0,684.0,0.436,113.0,324.0,0.349,185.0,360.0,0.514,0.518,289.0,343.0,0.843,42.0,213.0,255.0,176.0,92.0,24.0,106.0,207.0,998.0
Al Harrington,PF,30.0,73.0,1665.0,281.0,675.0,0.416,117.0,328.0,0.357,164.0,347.0,0.473,0.503,86.0,117.0,0.735,76.0,256.0,332.0,101.0,39.0,10.0,106.0,202.0,765.0
Devin Harris,PG,27.0,71.0,2254.0,343.0,813.0,0.422,58.0,180.0,0.322,285.0,633.0,0.45,0.458,335.0,402.0,0.833,17.0,152.0,169.0,503.0,70.0,7.0,207.0,163.0,1079.0
Manny Harris,SG,21.0,54.0,933.0,108.0,289.0,0.374,34.0,92.0,0.37,74.0,197.0,0.376,0.433,71.0,93.0,0.763,36.0,104.0,140.0,85.0,31.0,7.0,63.0,65.0,321.0
Mike Harris,PF,27.0,4.0,16.0,3.0,6.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,0.5,2.0,4.0,0.5,2.0,3.0,5.0,1.0,0.0,1.0,1.0,2.0,8.0
Udonis Haslem,PF,30.0,13.0,345.0,44.0,86.0,0.512,0.0,0.0,0.0,44.0,86.0,0.512,0.512,16.0,20.0,0.8,29.0,77.0,106.0,6.0,7.0,3.0,14.0,39.0,104.0
Spencer Hawes,C,22.0,81.0,1718.0,264.0,568.0,0.465,9.0,37.0,0.243,255.0,531.0,0.48,0.473,47.0,88.0,0.534,129.0,336.0,465.0,121.0,29.0,71.0,97.0,201.0,584.0
Chuck Hayes,C,27.0,74.0,2079.0,244.0,463.0,0.527,0.0,2.0,0.0,244.0,461.0,0.529,0.527,94.0,142.0,0.662,219.0,380.0,599.0,202.0,79.0,49.0,86.0,200.0,582.0
Gordon Hayward,SF,20.0,72.0,1218.0,142.0,293.0,0.485,35.0,74.0,0.473,107.0,219.0,0.489,0.544,69.0,97.0,0.711,41.0,98.0,139.0,81.0,30.0,19.0,70.0,106.0,388.0
Lazar Hayward,SF,24.0,42.0,419.0,55.0,154.0,0.357,17.0,60.0,0.283,38.0,94.0,0.404,0.412,33.0,42.0,0.786,23.0,47.0,70.0,28.0,12.0,7.0,19.0,44.0,160.0
Brendan Haywood,C,31.0,72.0,1331.0,128.0,223.0,0.574,0.0,1.0,0.0,128.0,222.0,0.577,0.574,64.0,177.0,0.362,129.0,247.0,376.0,19.0,16.0,74.0,51.0,146.0,320.0
Luther Head,PG,28.0,36.0,586.0,68.0,164.0,0.415,25.0,64.0,0.391,43.0,100.0,0.43,0.491,39.0,50.0,0.78,16.0,44.0,60.0,70.0,10.0,9.0,32.0,43.0,200.0
Gerald Henderson,SG,23.0,68.0,1661.0,259.0,570.0,0.454,7.0,36.0,0.194,252.0,534.0,0.472,0.461,128.0,163.0,0.785,49.0,158.0,207.0,101.0,50.0,32.0,64.0,118.0,653.0
Xavier Henry,SG,19.0,38.0,527.0,65.0,160.0,0.406,2.0,17.0,0.118,63.0,143.0,0.441,0.413,33.0,52.0,0.635,9.0,28.0,37.0,18.0,11.0,3.0,13.0,48.0,165.0
Roy Hibbert,C,24.0,81.0,2244.0,410.0,890.0,0.461,0.0,4.0,0.0,410.0,886.0,0.463,0.461,205.0,275.0,0.745,182.0,428.0,610.0,166.0,33.0,142.0,185.0,256.0,1025.0
J.J. Hickson,C,22.0,80.0,2256.0,429.0,936.0,0.458,0.0,5.0,0.0,429.0,931.0,0.461,0.458,247.0,367.0,0.673,217.0,478.0,695.0,91.0,48.0,54.0,173.0,215.0,1105.0
Nenê,C,28.0,75.0,2291.0,402.0,654.0,0.615,1.0,5.0,0.2,401.0,649.0,0.618,0.615,286.0,402.0,0.711,145.0,426.0,571.0,149.0,84.0,73.0,134.0,238.0,1091.0
George Hill,PG,24.0,76.0,2148.0,287.0,633.0,0.453,77.0,204.0,0.377,210.0,429.0,0.49,0.514,233.0,270.0,0.863,24.0,175.0,199.0,193.0,66.0,21.0,99.0,153.0,884.0
Grant Hill,SF,38.0,80.0,2409.0,399.0,825.0,0.484,45.0,114.0,0.395,354.0,711.0,0.498,0.511,213.0,257.0,0.829,77.0,261.0,338.0,200.0,64.0,35.0,134.0,184.0,1056.0
Jordan Hill,C,23.0,72.0,1125.0,173.0,352.0,0.491,0.0,2.0,0.0,173.0,350.0,0.494,0.491,60.0,85.0,0.706,128.0,178.0,306.0,29.0,14.0,52.0,62.0,157.0,406.0
Kirk Hinrich,SG-PG,30.0,72.0,2157.0,278.0,623.0,0.446,75.0,188.0,0.399,203.0,435.0,0.467,0.506,106.0,126.0,0.841,21.0,161.0,182.0,288.0,75.0,17.0,121.0,185.0,737.0
Jrue Holiday,PG,20.0,82.0,2901.0,446.0,999.0,0.446,81.0,222.0,0.365,365.0,777.0,0.47,0.487,172.0,209.0,0.823,68.0,264.0,332.0,531.0,120.0,29.0,218.0,203.0,1145.0
Ryan Hollins,C,26.0,70.0,1182.0,131.0,219.0,0.598,0.0,0.0,0.0,131.0,219.0,0.598,0.598,111.0,163.0,0.681,70.0,116.0,186.0,26.0,22.0,42.0,67.0,199.0,373.0
Al Horford,C,24.0,77.0,2704.0,513.0,921.0,0.557,2.0,4.0,0.5,511.0,917.0,0.557,0.558,150.0,188.0,0.798,182.0,536.0,718.0,266.0,59.0,80.0,119.0,193.0,1178.0
Eddie House,SG,32.0,56.0,978.0,128.0,321.0,0.399,68.0,175.0,0.389,60.0,146.0,0.411,0.505,38.0,40.0,0.95,9.0,83.0,92.0,62.0,32.0,3.0,29.0,68.0,362.0
Dwight Howard,C,25.0,78.0,2935.0,619.0,1044.0,0.593,0.0,7.0,0.0,619.0,1037.0,0.597,0.593,546.0,916.0,0.596,309.0,789.0,1098.0,107.0,107.0,186.0,279.0,258.0,1784.0
Josh Howard,SF,30.0,18.0,409.0,58.0,162.0,0.358,7.0,29.0,0.241,51.0,133.0,0.383,0.38,29.0,47.0,0.617,18.0,56.0,74.0,24.0,13.0,5.0,20.0,34.0,152.0
Juwan Howard,PF,37.0,57.0,592.0,55.0,125.0,0.44,0.0,0.0,0.0,55.0,125.0,0.44,0.44,29.0,35.0,0.829,36.0,86.0,122.0,23.0,10.0,4.0,25.0,61.0,139.0
Lester Hudson,PG,26.0,11.0,73.0,6.0,24.0,0.25,4.0,15.0,0.267,2.0,9.0,0.222,0.333,2.0,4.0,0.5,1.0,4.0,5.0,17.0,4.0,1.0,7.0,10.0,18.0
Kris Humphries,PF,25.0,74.0,2061.0,307.0,583.0,0.527,0.0,1.0,0.0,307.0,582.0,0.527,0.527,127.0,191.0,0.665,225.0,546.0,771.0,84.0,33.0,80.0,103.0,168.0,741.0
Serge Ibaka,PF,21.0,82.0,2216.0,335.0,617.0,0.543,0.0,1.0,0.0,335.0,616.0,0.544,0.543,138.0,184.0,0.75,214.0,408.0,622.0,22.0,31.0,198.0,71.0,267.0,808.0
Andre Iguodala,SF,27.0,67.0,2469.0,338.0,759.0,0.445,61.0,181.0,0.337,277.0,578.0,0.479,0.486,208.0,300.0,0.693,61.0,326.0,387.0,422.0,101.0,38.0,138.0,109.0,945.0
Zydrunas Ilgauskas,C,35.0,72.0,1145.0,162.0,319.0,0.508,0.0,1.0,0.0,162.0,318.0,0.509,0.508,36.0,46.0,0.783,108.0,179.0,287.0,26.0,23.0,58.0,52.0,185.0,360.0
D.J. Mbenga,C,30.0,41.0,330.0,23.0,49.0,0.469,0.0,0.0,0.0,23.0,49.0,0.469,0.469,13.0,18.0,0.722,35.0,51.0,86.0,6.0,6.0,27.0,21.0,52.0,59.0
Ersan İlyasova,PF,23.0,60.0,1505.0,221.0,507.0,0.436,36.0,121.0,0.298,185.0,386.0,0.479,0.471,93.0,104.0,0.894,105.0,260.0,365.0,56.0,51.0,24.0,63.0,159.0,571.0
Royal Ivey,SG,29.0,25.0,155.0,16.0,38.0,0.421,7.0,16.0,0.438,9.0,22.0,0.409,0.513,2.0,2.0,1.0,2.0,14.0,16.0,7.0,6.0,1.0,5.0,17.0,41.0
Jarrett Jack,SG-PG,27.0,83.0,1722.0,260.0,637.0,0.408,33.0,108.0,0.306,227.0,529.0,0.429,0.434,182.0,214.0,0.85,20.0,153.0,173.0,242.0,54.0,6.0,110.0,102.0,735.0
Darnell Jackson,PF,25.0,59.0,486.0,77.0,158.0,0.487,3.0,11.0,0.273,74.0,147.0,0.503,0.497,30.0,49.0,0.612,49.0,45.0,94.0,14.0,12.0,3.0,23.0,61.0,187.0
Stephen Jackson,SG,32.0,67.0,2405.0,435.0,1059.0,0.411,121.0,359.0,0.337,314.0,700.0,0.449,0.468,249.0,305.0,0.816,53.0,251.0,304.0,241.0,80.0,28.0,209.0,161.0,1240.0
Damion James,SF,23.0,25.0,403.0,46.0,103.0,0.447,0.0,3.0,0.0,46.0,100.0,0.46,0.447,18.0,28.0,0.643,17.0,68.0,85.0,20.0,16.0,12.0,25.0,36.0,110.0
LeBron James,SF,26.0,79.0,3063.0,758.0,1485.0,0.51,92.0,279.0,0.33,666.0,1206.0,0.552,0.541,503.0,663.0,0.759,80.0,510.0,590.0,554.0,124.0,50.0,284.0,163.0,2111.0
Antawn Jamison,PF,34.0,56.0,1842.0,374.0,876.0,0.427,91.0,263.0,0.346,283.0,613.0,0.462,0.479,171.0,234.0,0.731,86.0,289.0,375.0,93.0,50.0,30.0,77.0,137.0,1010.0
Othyus Jeffers,SG,25.0,17.0,322.0,31.0,65.0,0.477,1.0,4.0,0.25,30.0,61.0,0.492,0.485,30.0,46.0,0.652,25.0,42.0,67.0,20.0,17.0,0.0,14.0,32.0,93.0
Al Jefferson,C,26.0,82.0,2940.0,654.0,1319.0,0.496,0.0,0.0,0.0,654.0,1319.0,0.496,0.496,220.0,289.0,0.761,235.0,559.0,794.0,149.0,46.0,153.0,105.0,238.0,1528.0
Richard Jefferson,SF,30.0,81.0,2459.0,304.0,642.0,0.474,135.0,307.0,0.44,169.0,335.0,0.504,0.579,148.0,195.0,0.759,54.0,256.0,310.0,107.0,38.0,34.0,93.0,164.0,891.0
Jared Jeffries,PF,29.0,42.0,601.0,30.0,86.0,0.349,2.0,9.0,0.222,28.0,77.0,0.364,0.36,12.0,29.0,0.414,62.0,54.0,116.0,36.0,31.0,17.0,21.0,75.0,74.0
Brandon Jennings,PG,21.0,63.0,2169.0,361.0,926.0,0.39,98.0,303.0,0.323,263.0,623.0,0.422,0.443,199.0,246.0,0.809,42.0,192.0,234.0,305.0,95.0,21.0,146.0,131.0,1019.0
Eugene Jeter,PG,27.0,62.0,858.0,106.0,259.0,0.409,6.0,30.0,0.2,100.0,229.0,0.437,0.421,37.0,41.0,0.902,9.0,61.0,70.0,162.0,29.0,2.0,51.0,54.0,255.0
Yi Jianlian,PF,23.0,63.0,1112.0,145.0,347.0,0.418,3.0,13.0,0.231,142.0,334.0,0.425,0.422,62.0,91.0,0.681,79.0,169.0,248.0,25.0,27.0,32.0,51.0,115.0,355.0
Amir Johnson,PF,23.0,72.0,1853.0,281.0,495.0,0.568,0.0,1.0,0.0,281.0,494.0,0.569,0.568,126.0,160.0,0.788,189.0,272.0,461.0,81.0,53.0,88.0,69.0,263.0,688.0
Armon Johnson,PG,21.0,38.0,277.0,46.0,101.0,0.455,5.0,12.0,0.417,41.0,89.0,0.461,0.48,13.0,22.0,0.591,11.0,25.0,36.0,45.0,5.0,1.0,38.0,31.0,110.0
Chris Johnson,C,25.0,14.0,138.0,9.0,21.0,0.429,0.0,0.0,0.0,9.0,21.0,0.429,0.429,15.0,20.0,0.75,12.0,20.0,32.0,3.0,3.0,9.0,10.0,21.0,33.0
James Johnson,SF,23.0,38.0,822.0,108.0,237.0,0.456,8.0,34.0,0.235,100.0,203.0,0.493,0.473,47.0,71.0,0.662,37.0,105.0,142.0,89.0,33.0,37.0,64.0,95.0,271.0
Joe Johnson,SG,29.0,72.0,2554.0,514.0,1161.0,0.443,89.0,300.0,0.297,425.0,861.0,0.494,0.481,195.0,243.0,0.802,59.0,232.0,291.0,338.0,47.0,7.0,146.0,131.0,1312.0
Trey Johnson,SG,26.0,8.0,94.0,12.0,33.0,0.364,1.0,3.0,0.333,11.0,30.0,0.367,0.379,9.0,10.0,0.9,2.0,5.0,7.0,11.0,1.0,1.0,5.0,12.0,34.0
Wesley Johnson,SG,23.0,79.0,2069.0,271.0,682.0,0.397,103.0,289.0,0.356,168.0,393.0,0.427,0.473,64.0,92.0,0.696,51.0,189.0,240.0,148.0,58.0,54.0,95.0,163.0,709.0
Dahntay Jones,SG,30.0,45.0,589.0,100.0,214.0,0.467,14.0,39.0,0.359,86.0,175.0,0.491,0.5,69.0,90.0,0.767,4.0,61.0,65.0,33.0,20.0,7.0,31.0,70.0,283.0
Dominique Jones,SG,22.0,18.0,135.0,14.0,45.0,0.311,0.0,4.0,0.0,14.0,41.0,0.341,0.311,14.0,17.0,0.824,6.0,19.0,25.0,19.0,5.0,3.0,10.0,7.0,42.0
James Jones,SF,30.0,81.0,1549.0,146.0,346.0,0.422,123.0,287.0,0.429,23.0,59.0,0.39,0.6,60.0,72.0,0.833,23.0,137.0,160.0,43.0,29.0,19.0,21.0,129.0,475.0
Solomon Jones,C,26.0,39.0,528.0,49.0,121.0,0.405,0.0,1.0,0.0,49.0,120.0,0.408,0.405,41.0,62.0,0.661,45.0,68.0,113.0,30.0,12.0,22.0,35.0,94.0,139.0
DeAndre Jordan,C,22.0,80.0,2047.0,234.0,341.0,0.686,0.0,1.0,0.0,234.0,340.0,0.688,0.686,98.0,217.0,0.452,207.0,368.0,575.0,42.0,41.0,142.0,101.0,255.0,566.0
Chris Kaman,C,28.0,32.0,838.0,177.0,376.0,0.471,0.0,0.0,0.0,177.0,376.0,0.471,0.471,43.0,57.0,0.754,51.0,174.0,225.0,46.0,16.0,48.0,58.0,75.0,397.0
